feature,chi2,p,n_target,n_reference,significant,fdr_p,fdr_significant,favors
encouraged,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
encrypted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
encumbered,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endangering,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endangers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ending,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endlessly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endorsed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endorsement,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endowment,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
endure,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enforce,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enforcer,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
engelbart,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enjoyment,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enjoys,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enlist,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enlisted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enriched,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ensures,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
entergy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enters,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enthusiastic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
enthusiastically,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
entirety,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
entity,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
entrench,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
entrenched,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
envelopes,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
envisions,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
epiphany,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
epochal,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
equality,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
equinix,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
equip,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
equityzen,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
eras,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
erased,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ercot,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
erecting,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
erin,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
erode,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
error,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
escalate,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
escalates,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
escape,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
esoteric,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
espionage,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
espoused,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
etf,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
euros,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
evangelinus,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
evans,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
eve,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
evening,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ever-growing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ever-more,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ever-present,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
everyone's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exacerbation,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exaggerate,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
excellent,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
except,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exceptional,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exclude,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exercises,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exert,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exerting,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exfiltrate,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exhibits,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
existed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
existence,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exit,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exotic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
expanses,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
expectation,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
expense,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
experiments,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
explicitly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exploded,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exploitative,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exponential,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exporting,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exports,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extending,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exterior,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extinction,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extracted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extrapolated,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extrapolation,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
extreme,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
exxon,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
eye-popping,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
eyeglasses,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
f,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fabrizio,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
facades,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
faceage,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
facto,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
factset,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
factum,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fairless,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fallback,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fallen,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
falsehood,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
falsely,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fame,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
family-owned,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fancy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fanfare,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fans,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fantasizing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fantastic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
far-reaching,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fascinating,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fast-enough,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fast‑growing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
faulted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
faulty,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
favored,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
favorite,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
favors,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fda,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fearing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
feeder,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
felix,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ferc,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ferc's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ferocious,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fetched,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fetching,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
feted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
feuds,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fiber-optic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fiction-scenarios,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fides,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
field's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fielding,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fieldwork,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fiercely,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fifth,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fighter,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fighter's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fights,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
figurative,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
file,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
filing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
filling,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
film,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
filters,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
filtration,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
finalize,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
finalized,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
finals,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
financial-advisory,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
financial-services,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
financially,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
financiers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fink,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
finland's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
firefight,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
firefox,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
firmly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fish,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fissile,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fitness,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
five-minute,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fixated,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fixes,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fizzles,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flag,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flashing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flat,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flattering,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fleet,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fleets,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flew,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flickering,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flies,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flooded,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
floodgates,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flopped,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
florida,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flourish,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flowers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
floyd,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flubs,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
flux,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fodder,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
foes,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
foggy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
foisted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fold,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
folders,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
folly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fong,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fool,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
football,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
footing,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forbes.com,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forbidden,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forceful,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forcefully,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ford,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forecasters,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
foremost,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forge,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
formally,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
formed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
formerly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
formidable,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forrester,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
forty-eight,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fossil,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
founder's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
founder’s,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fourth-best,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fox,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fracking,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frank,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
franklin,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frappuccinos,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frauds,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fraying,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
free-riding,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
freedom's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
freedoms,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
freeways,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fresche,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
freshmen,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fret,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
friend-of-court,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fritz,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
front-runner,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frontiers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frowns,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fruitful,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frustrated,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
frustrating,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fuels,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fulfill,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fulfilled,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fulfillment,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
functioned,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
funders,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fundings,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fundraise,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fundraisers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
funneling,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fusion,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
futile,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
fuyu,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gadget,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gaffes,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gala,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
galactic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
galaxy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gallery,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gardening,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gas-turbine,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gasda's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gasket,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gatekeepers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gather,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
ge,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geekiness,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geeks,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geeky,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
generative-ai,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geniality,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
genie,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geniuses,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gentle,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geoffrey,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geopolitical,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
georgetown,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
georgia's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geospatial,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
geothermal,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
germans,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
germany's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
germany-based,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
get-go,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
giant’s,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gibson,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gig,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gig-work,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gigawatt,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gimmick,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gin,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
glen,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
glimpse,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
glitch-free,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gloomy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
glorious,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gloves,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
glut,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
go-to,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
go-to-market,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
godfathers,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gods,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gold,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
goliaths,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
good-enough,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
goose,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gordon,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gossip,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gouge,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
government-used,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
governor,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gpt,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grabbed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grabs,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
graded,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gradient,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gradually,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
graduating,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grammarly,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grandfather's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
granted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
granular,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
graphic,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
graphical,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grass,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grateful,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
graveyard,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
greek,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
greenfield,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
greenhouses,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
greenoaks,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grip,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
groceries,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grocery,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
group's,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
grueling,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gryta,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
guangdong,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
guest,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gung-ho,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gunshots,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gushed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gutted,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
guy,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
gym,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
h20,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hacking,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hadn’t,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hagey’s,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hagiography,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
haight,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hail,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
hailed,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
halo,0.735,0.391352,1,0,FALSE,0.7082779483344663,FALSE,USA
